item_id,main_text,country_name,retailer_pg,mdm_brand_text,mdm_model_text
138176095,LENTE 75700 ID 1.60 LIFESTYLE 3I URBAN (RX) ORGANICA PROGRESIVA,SPAIN,LENTE,HOYA,HOYALUX ID LIFESTYLE 3-I HVLL
139354017,LENTE 77400 MAXEE 1.67 ASFERICO HMC PLUS (ST) ORGANICA MONOFOCAL,SPAIN,LENTE,HOYA,MAXXEE AS 1.67 HMC
86804350,"CRISTALES ID LS V+ 1.67 CLARITY P14/PROGRESIVOS/ORGANICO/1,670/HVLL,/SIN COLOR",SPAIN,LENTES OFTALMICAS,HOYA,HOYALUX ID LIFESTYLE V+ CLARITY EYNOA 1.67 HI-VISION LONGLIFE
140544215,BALANSIS 1.60 (RX),SPAIN,CRISTALES,HOYA,BALANSIS 1.6 HV
138176095,ID1.60LIFESTL3IURBAN(RX),SPAIN,CRISTALES,HOYA,HOYALUX ID LIFESTYLE 3-I HVLL
88210952,HL EY 1.6(RX),SPAIN,CRISTALES,HOYA,HILUX EYAS 1.6 HI VISION
140544215,BALANSIS 1.60 (RX),SPAIN,CRISTALES,HOYA,BALANSIS 1.6 HV
140544215,BALANSIS 1.60 (RX),SPAIN,CRISTALES,HOYA,BALANSIS 1.6 HV
88210952,HILUX 1.60 EYAS (RX),SPAIN,CRISTALES,HOYA,HILUX EYAS 1.6 HI VISION
101261697,ESSILOR ILIKIA XTRA ORMIX 16,SPAIN,CRISTALES,ESSILOR,VARILUX ILIKIA XTRA ORMIX FORTE UV
101261697,ESSILOR ILIKIA XTRA ORMIX 16,SPAIN,CRISTALES,ESSILOR,VARILUX ILIKIA XTRA ORMIX FORTE UV
140544215,BALANSIS 1.60 (RX),SPAIN,CRISTALES,HOYA,BALANSIS 1.6 HV
138176095,ID1.60LIFESTL3IURBAN(RX),SPAIN,CRISTALES,HOYA,HOYALUX ID LIFESTYLE 3-I HVLL
112904161,NL1.50ACTIVE088TRUEFORM(RX),SPAIN,CRISTALES,HOYA,NULUX ACTIVE TF 1.50 HV
88210952,HL EY 1.6(RX),SPAIN,CRISTALES,HOYA,HILUX EYAS 1.6 HI VISION
88210952,HILUX 1.60 EYAS (RX),SPAIN,CRISTALES,HOYA,HILUX EYAS 1.6 HI VISION
88210952,HILUX 1.60 EYAS (RX),SPAIN,CRISTALES,HOYA,HILUX EYAS 1.6 HI VISION
88210952,HILUX 1.60 EYAS (RX),SPAIN,CRISTALES,HOYA,HILUX EYAS 1.6 HI VISION
138176095,LENTE 76350 ID 1.60 LIFESTYLE 3 INDOOR (RX) ORGANICA PROGRESIVA,SPAIN,LENTE,HOYA,HOYALUX ID LIFESTYLE 3-I HVLL
112904161,NL1.50ACTIVE088TRUEFORM(RX),SPAIN,CRISTALES,HOYA,NULUX ACTIVE TF 1.50 HV
112904161,NL1.50ACTIVE088TRUEFORM(RX),SPAIN,CRISTALES,HOYA,NULUX ACTIVE TF 1.50 HV
112904161,NL1.50ACTIVE088TRUEFORM(RX),SPAIN,CRISTALES,HOYA,NULUX ACTIVE TF 1.50 HV
140544215,BALANSIS 1.60 (RX),SPAIN,CRISTALES,HOYA,BALANSIS 1.6 HV
140544215,BALANSIS 1.60 (RX),SPAIN,CRISTALES,HOYA,BALANSIS 1.6 HV
140544215,BALANSIS 1.60 (RX),SPAIN,CRISTALES,HOYA,BALANSIS 1.6 HV
140544215,BALANSIS 1.60 (RX),SPAIN,CRISTALES,HOYA,BALANSIS 1.6 HV
121721616,"445100 EYEZEN ACTIVE 06 STYLIS 167 · (OJO: DER ESF: -4 CIL: -1,5 EJE: 25 ADIC:  DIAM: 70)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN ACTIVE PLUS STYLIS FORTE UV
121721616,"445100 EYEZEN ACTIVE 06 STYLIS 167 · (OJO: IZQ ESF: -4,25 CIL: -0,75 EJE: 155 ADIC:  DIAM: 70)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN ACTIVE PLUS STYLIS FORTE UV
24493444,"CRISTALES INDF 1.6 ES INDS-UNIF. DURCAP/MONOFOCAL/ORGANICO/1,600//CON COLOR",SPAIN,LENTES OFTALMICAS,INDO,INDOFIN 1.6
18378494,"CRISTALES MASTERLUX 1.9 AS AD/MONOFOCAL/MINERAL/1,900//SIN COLOR",SPAIN,LENTES OFTALMICAS,INDO,MASTERLUX 1.9 AS AD
122856012,"CRISTALES VXXCLUSIVE4DSTYLISE.PRT.SYS/PROGRESIVOS/ORGANICO/1,667/CRIZAL PREVENCIA +,/SIN COLOR",SPAIN,LENTES OFTALMICAS,ESSILOR,VARILUX X 4D STYLIS EPS
94920964,"CRISTALES ACTIVA_RVD 1.67 NTRL/PROGRESIVOS/ORGANICO/1,670//SIN COLOR",SPAIN,LENTES OFTALMICAS,INDO,ACTIVA RVD 1.67 NATUR
87099837,"CRISTALES SUPER.INDOSOL BASIC/MONOFOCAL/ORGANICO/1,500//CON COLOR",SPAIN,LENTES OFTALMICAS,INDO,INDOSOL BASIC SUPERFIN
82981040,"901524 ORMIX 16 CRIZAL PREVENCIA UV STOCK · (OJO: IZQ ESF: -0,25 CIL:  EJE:  ADIC:  DIAM: 75)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
82981040,"901524 ORMIX 16 CRIZAL PREVENCIA UV STOCK · (OJO: DER ESF: -0,5 CIL: +0 EJE:  ADIC:  DIAM: 75)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
102285076,"880631 VARILUX LIBERTY NE SHORT ORMIX 16 TRANSITIONS (G) · (OJO: IZQ ESF: +2,5 CIL: -0,25 EJE: 75 ADIC: +2,25 DIAM: 65)",SPAIN,LENTES ORGANICA PROGRESIVA,ESSILOR,VARILUX LIBERTY SHORT ORMIX CRIZAL FORTE UV
102285076,"880631 VARILUX LIBERTY NE SHORT ORMIX 16 TRANSITIONS (G) · (OJO: DER ESF: +2,75 CIL: -0,5 EJE: 95 ADIC: +2,25 DIAM: 65)",SPAIN,LENTES ORGANICA PROGRESIVA,ESSILOR,VARILUX LIBERTY SHORT ORMIX CRIZAL FORTE UV
122856012,"752540 VARILUX XCLUSIVE 4D STYLIS 167 EPS · (OJO: DER ESF: -5 CIL: -0,75 EJE: 40 ADIC: +2,5 DIAM: 70)",SPAIN,LENTES ORGANICA PROGRESIVA,ESSILOR,VARILUX X 4D STYLIS EPS
122856012,"752540 VARILUX XCLUSIVE 4D STYLIS 167 EPS · (OJO: IZQ ESF: -6 CIL: -0,75 EJE: 160 ADIC: +2,5 DIAM: 70)",SPAIN,LENTES ORGANICA PROGRESIVA,ESSILOR,VARILUX X 4D STYLIS EPS
123927094,"CRISTALES VARILUX X DESIGN ORMIX 16/PROGRESIVOS/ORGANICO/1,600/CRIZAL SUN UV/CON COLOR",SPAIN,LENTES OFTALMICAS,ESSILOR,VARILUX X DESIGN ORMIX CRIZAL SUN UV
82981040,CRISTALES ORMIXCRIZALPREVENCIAUVSTOCK/MONOFOCAL/ORGANICO/2//SIN COLOR,SPAIN,LENTES OFTALMICAS,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
122856012,"CRISTALES VX XCLUSIVE 4D STYLIS 167 EPS/PROGRESIVOS/ORGANICO/1,670/CRIZAL PREVENCIA +,/SIN COLOR",SPAIN,LENTES OFTALMICAS,ESSILOR,VARILUX X 4D STYLIS EPS
136736656,CRISTALES EYEZEN ACTV+ 085 ORMX 16 EPS/MONOFOCAL/ORGANICO/2//SIN COLOR,SPAIN,LENTES OFTALMICAS,ESSILOR,EYEZEN ACTIVE ORMIX 1.6 EPS
82981040,"CRISTALES ORMIX 1,6/MONOFOCAL/ORGANICO/1,600//CON COLOR",SPAIN,LENTES OFTALMICAS,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
92361114,"CRISTALES ACTIVA 1.5 CLR DURCAP/PROGRESIVOS/ORGANICO/1,500//CON COLOR",SPAIN,LENTES OFTALMICAS,INDO,ACTIVA RVD 1.52 DURC COLOR
94920964,"CRISTALES ACTIVA 1.67 NTRL-10/PROGRESIVOS/ORGANICO/1,670//SIN COLOR",SPAIN,LENTES OFTALMICAS,INDO,ACTIVA RVD 1.67 NATUR
87099837,"CRISTALES INDOSOL BASIC/MONOFOCAL/ORGANICO/1,500//CON COLOR",SPAIN,LENTES OFTALMICAS,INDO,INDOSOL BASIC SUPERFIN
87099837,"CRISTALES GLOBE SUPERFIN INDOS/MONOFOCAL/ORGANICO/1,500//CON COLOR",SPAIN,LENTES OFTALMICAS,INDO,INDOSOL BASIC SUPERFIN
87099837,CRISTALES SUPERFIN BASIC/MONOFOCAL/ORGANICO/0//CON COLOR,SPAIN,LENTES OFTALMICAS,INDO,INDOSOL BASIC SUPERFIN
18378561,"CRISTALES SUPERKID LITE/MONOFOCAL/ORGANICO/1,500/DURCAP/SIN COLOR",SPAIN,LENTES OFTALMICAS,INDO,SUPERKID
18378572,"CRISTALES TELEGRAND 1.523 ICR.MA.(MIN.Ø7/BIFOCAL/MINERAL/1,523//SIN COLOR",SPAIN,LENTES OFTALMICAS,INDO,TELEGRAND INDOCROMIC UV
87099837,"CRISTALES SUPERFIN INDOSO/MONOFOCAL/ORGANICO/1,500//CON COLOR",SPAIN,LENTES OFTALMICAS,INDO,INDOSOL BASIC SUPERFIN
87099837,"CRISTALES SUPERF INDOS GRIS D/MONOFOCAL/ORGANICO/1,600//CON COLOR",SPAIN,LENTES OFTALMICAS,INDO,INDOSOL BASIC SUPERFIN
94403654,"CRISTALES VARILUX COMFORT 16/PROGRESIVOS/MINERAL/1,600/SUPERDIAFAL T,/SIN COLOR",SPAIN,LENTES OFTALMICAS,ESSILOR,VARILUX COMFORT 16 SUPERDIAFAL T
26726405,"CRISTALES INDF 1.6 AS DURCAP/MONOFOCAL/ORGANICO/1,600//SIN COLOR",SPAIN,LENTES OFTALMICAS,INDO,INDOFIN 1.6 AS
122856012,"752540 VARILUX XCLUSIVE 4D STYLIS 167 EYE PROTECT SYSTEM · (OJO: DER ESF: +5,25 CIL: -0,75 EJE: 90 ADIC: +2,25 DIAM: 65)",SPAIN,LENTES ORGANICA PROGRESIVA,ESSILOR,VARILUX X 4D STYLIS EPS
82981040,"901524 ORMIX 16 CRIZAL PREVENCIA UV STOCK · (OJO: IZQ ESF: +3,25 CIL:  EJE:  ADIC:  DIAM: 65)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
82981040,"901524 ORMIX 16 CRIZAL PREVENCIA UV STOCK · (OJO: DER ESF: +3,75 CIL:  EJE:  ADIC:  DIAM: 65)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
82981040,"901524 ORMIX 16 CRIZAL PREVENCIA UV STOCK · (OJO: IZQ ESF: -3,25 CIL: -0,25 EJE: 75 ADIC:  DIAM: 75)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
122856012,"752540 VARILUX XCLUSIVE 4D STYLIS 167 EYE PROTECT SYSTEM · (OJO: IZQ ESF: +6,25 CIL: -2 EJE: 70 ADIC: +2,25 DIAM: 65)",SPAIN,LENTES ORGANICA PROGRESIVA,ESSILOR,VARILUX X 4D STYLIS EPS
80033948,"FA2599 SHAMIR 1.74 HMC · (OJO: DER ESF: +7,5 CIL: -1 EJE: 100 ADIC:  DIAM: 76)",SPAIN,LENTES ORGANICA MONOFOCAL,SHAMIR,ORG 1.74 HMC
102285076,470634 VARILUX LIBERTY SHORT ORMIX 16 TRANSITIONS (M) · (OJO: IZQ ESF: +5 CIL: -1 EJE: 100 ADIC: +2 DIAM: 65),SPAIN,LENTES ORGANICA PROGRESIVA,ESSILOR,VARILUX LIBERTY SHORT ORMIX CRIZAL FORTE UV
102285076,"470634 VARILUX LIBERTY SHORT ORMIX 16 TRANSITIONS (M) · (OJO: DER ESF: +4,75 CIL: -1 EJE: 75 ADIC: +2 DIAM: 65)",SPAIN,LENTES ORGANICA PROGRESIVA,ESSILOR,VARILUX LIBERTY SHORT ORMIX CRIZAL FORTE UV
136736656,"428540 EYEZEN ACTIVE 06 ORMIX 16 EPS · (OJO: DER ESF: -2,75 CIL: -0,25 EJE: 125 ADIC:  DIAM: 70)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN ACTIVE ORMIX 1.6 EPS
136736656,"428540 EYEZEN ACTIVE 06 ORMIX 16 EPS · (OJO: IZQ ESF: -2,75 CIL: -0,5 EJE: 180 ADIC:  DIAM: 70)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN ACTIVE ORMIX 1.6 EPS
82981040,"518100 ORMIX 16 PREVENCIA · (OJO: DER ESF: -3,5 CIL: -3 EJE: 95 ADIC:  DIAM: 65)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
82981040,"518100 ORMIX 16 PREVENCIA · (OJO: DER ESF: -3,5 CIL: -3 EJE: 95 ADIC:  DIAM: 70)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
127901561,"590540 EYEZEN INITIAL 04 ORMA 15 EPS · (OJO: DER ESF: -0,25 CIL: -1,5 EJE: 95 ADIC:  DIAM: 70)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN INITIAL ORMA EPS
127901561,"590540 EYEZEN INITIAL 04 ORMA 15 EPS · (OJO: IZQ ESF: -0,25 CIL: -1 EJE: 90 ADIC:  DIAM: 70)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN INITIAL ORMA EPS
136736656,"428540 EYEZEN ACTIVE 06 ORMIX 16 EPS · (OJO: IZQ ESF: +2,5 CIL: -1,5 EJE: 10 ADIC:  DIAM: 70)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN ACTIVE ORMIX 1.6 EPS
136736656,"428540 EYEZEN ACTIVE 06 ORMIX 16 EPS · (OJO: DER ESF: +1,5 CIL: -2,5 EJE: 170 ADIC:  DIAM: 70)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN ACTIVE ORMIX 1.6 EPS
136736656,"428540 EYEZEN ACTIVE 06 ORMIX 16 EPS · (OJO: DER ESF: -2,25 CIL:  EJE:  ADIC:  DIAM: 60)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN ACTIVE ORMIX 1.6 EPS
136736656,"428540 EYEZEN ACTIVE 06 ORMIX 16 EPS · (OJO: IZQ ESF: +0,5 CIL: -0,75 EJE: 180 ADIC:  DIAM: 60)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN ACTIVE ORMIX 1.6 EPS
136736656,"879540 ESSILOR EYEZEN WOW ACTIVE + 0.85 ORMIX EPS · (OJO: IZQ ESF: +0 CIL: -0,5 EJE: 85 ADIC:  DIAM: 65)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN ACTIVE ORMIX 1.6 EPS
136736656,"879540 ESSILOR EYEZEN WOW ACTIVE + 0.85 ORMIX EPS · (OJO: DER ESF: -0,5 CIL: -0,5 EJE: 125 ADIC:  DIAM: 65)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,EYEZEN ACTIVE ORMIX 1.6 EPS
82981040,"901524 ORMIX 16 CRIZAL PREVENCIA UV STOCK · (OJO: DER ESF: -3 CIL: -0,75 EJE: 110 ADIC:  DIAM: 75)",SPAIN,LENTES ORGANICA MONOFOCAL,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
80033948,"CRISTALES ORG. 1.74 HMC/MONOFOCAL/ORGANICO/1,740//SIN COLOR",SPAIN,LENTES OFTALMICAS,SHAMIR,ORG 1.74 HMC
138176095,HOYALUX LIFESTYLE URBAN 3-I 1.6 HVLL P13 A 16 · (O,SPAIN,LENTE|ORGANICA PROGRESIVA,HOYA,HOYALUX ID LIFESTYLE 3-I HVLL
25278162,SPRO 1.5 TRUEFORM RX) ·,SPAIN,LENTE|ORGANICA PROGRESIVA,HOYA,HOYALUX SUMMIT PRO 1.5
112904161,NULUX 1.50 ACTIVE 088 TRUEFORM (RX) HV-BLUE CONTRO,SPAIN,LENTE|ORGANICA MONOFOCAL,HOYA,NULUX ACTIVE TF 1.50 HV
140544215,BALANSIS 1.60 RX)  ·,SPAIN,LENTE|ORGANICA PROGRESIVA,HOYA,BALANSIS 1.6 HV
139354017,MAXEE 1.67 ASFERICO HMC PLUS ST)  ·,SPAIN,LENTE|ORGANICA MONOFOCAL,HOYA,MAXXEE AS 1.67 HMC
140544215,BALANSIS 1.60 RX) MARRON 85% HV-SOLAR·,SPAIN,LENTE|ORGANICA PROGRESIVA,HOYA,BALANSIS 1.6 HV
138176095,"ID LIFESTYLES 3-I URBAN 1.6  HVLL D,PRECAL ·",SPAIN,LENTE|ORGANICA PROGRESIVA,HOYA,HOYALUX ID LIFESTYLE 3-I HVLL
19026396,HILUX 1.60 EYAS RX) HARD AMBAR 25%·,SPAIN,LENTE|ORGANICA MONOFOCAL,HOYA,HILUX EYAS 1.6
19026396,HILUX 1.50 POL GRIS HUMO RX) HARD ·,SPAIN,LENTE|ORGANICA MONOFOCAL,HOYA,HILUX EYAS 1.6
79720920,VLX COMFOT 3.0 1.6 CRIZAL SUN UV  PHISIOTINTS,SPAIN,PROGRESIVO,ESSILOR,VARILUX COMFORT NE ORMIX CRIZAL SUN UV
82981040,ORMIX 1.6 STOCK CRIZAL PREVENCIA,SPAIN,MONOFOCAL,ESSILOR,ORMIX 1.6 CRIZAL PREVENCIA
122856012,VLX XCLUSIVE 4D 1.67 EPS CRIZAL SAPPHIRE+UV,SPAIN,PROGRESIVO,ESSILOR,VARILUX X 4D STYLIS EPS
124606451,VLX XCLUSIVE 1.6 EPS  CRIZAL SUN XPERIO,SPAIN,PROGRESIVO,ESSILOR,VARILUX X 4D ORMIX EPS
104432648,HILUX EYNOA 1.67 SENSITY HVLL BC  MARRON,SPAIN,MONOFOCAL,HOYA,HILUX EYNOA 1.67 SENSITY HVLL
115519055,HILUX EYAS 1.6 SHV,SPAIN,CRISTALES,HOYA,HILUX EYAS 1.6 SHV
